0.5,0.5
0.5,0.7
0.5,0.3
0.7,0.5
0.3,0.5
0.52,0.518333
0.515,0.51
0.4825,0.49
0.505833,0.4875
0.520833,0.519167
0.499167,0.506667
0.480833,0.506667
0.5075,0.524167
0.5125,0.5175
0.505,0.495
0.479167,0.515
0.503333,0.498333
0.495,0.52
0.504167,0.496667
0.505,0.7175
0.499167,0.7025
0.5175,0.696667
0.521667,0.709167
0.505,0.718333
0.504167,0.68
0.516667,0.724167
0.5,0.685
0.495833,0.691667
0.521667,0.684167
0.4925,0.694167
0.5175,0.693333
0.5,0.7
0.48,0.695833
0.484167,0.321667
0.513333,0.29
0.476667,0.3075
0.5,0.305833
0.499167,0.303333
0.5075,0.300833
0.481667,0.3125
0.511667,0.310833
0.511667,0.3075
0.5025,0.316667
0.5,0.306667
0.491667,0.313333
0.505,0.3125
0.4875,0.310833
0.716667,0.4975
0.7,0.4775
0.705,0.5125
0.7125,0.48
0.6875,0.519167
0.680833,0.4825
0.705833,0.496667
0.71,0.504167
0.7075,0.5
0.686667,0.5225
0.7125,0.5225
0.7225,0.505
0.709167,0.5225
0.685,0.504167
0.320833,0.505
0.300833,0.5
0.278333,0.519167
0.3,0.509167
0.32,0.495
0.309167,0.5025
0.308333,0.524167
0.320833,0.5025
0.323333,0.485
0.2775,0.513333
0.313333,0.493333
0.279167,0.4975
0.310833,0.479167
0.3225,0.490833
