0.932177173,0.689336485
0.892181477,0.211902693
0.619678641,0.800032486
0.442406954,0.368525131
0.151722363,0.760418881
0.896559608,0.697740363
0.626312594,0.476439967
0.992087583,0.212046357
0.143285284,0.463936336
0.791528627,0.558208598
0.672920931,0.929275591
0.931735865,0.995832993
0.420253057,0.396988512
0.187997849,0.959616386
0.439107965,0.775744056
0.145740871,0.538248805
0.400069775,0.588048356
0.331873479,0.044696018
0.472824402,0.507220103
0.560732679,0.423729803
0.3501823,0.030334791
0.434066796,0.96489609
0.976759336,0.394558791
0.04612565,0.790982057
0.295818844,0.105711356
0.316826743,0.395501277
0.21908722,0.773377904
0.346800614,0.748910768
0.686529256,0.622239954
0.9641297,0.781267889
0.112800786,0.939909525
0.637715252,0.559400132
0.702618862,0.119673744
0.732421676,0.728830766
0.516997446,0.008144584
0.62596072,0.298418738
0.598602633,0.448010005
0.471916895,0.130914637
0.932406032,0.960687111
0.853346735,0.761342127
0.428787004,0.676366937
0.991541757,0.107280915
0.005857024,0.912554108
0.336653825,0.405858787
0.143801385,0.908523465
0.13855578,0.562641028
0.937632701,0.94217019
0.519594182,0.762001454
0.142551857,0.74161495
0.434394551,0.531831009
0.101917874,0.168823604
0.628514972,0.043966361
0.154766736,0.901252932
0.203995462,0.212345521
0.478912371,0.605688771
0.038099943,0.871346789
0.936411362,0.040840848
0.723779811,0.315809432
0.320772958,0.446574962
0.059103585,0.752427676
0.454699648,0.538707374
0.461131901,0.655594493
0.248841957,0.333961043
0.085410656,0.460973466
0.063035187,0.781724289
0.165392579,0.97950157
0.587129511,0.461348329
0.988455498,0.848171704
0.628978909,0.753422005
0.998843414,0.874046022
0.993332326,0.123902937
0.423305748,0.294894362
0.563937704,0.578078154
0.823296206,0.068663871
0.486573712,0.58630623
0.179693432,0.806557766
0.227686129,0.638902958
0.546783142,0.272912366
0.167584017,0.076679186
0.084654413,0.057766021
0.820823754,0.393911078
0.053977606,0.012866181
0.869972998,0.572654078
0.784690853,0.007867895
0.411888581,0.142857355
0.192122085,0.571952021
0.558170681,0.286284394
0.684507154,0.448812465
0.175620444,0.42017264
0.634982823,0.792009098
0.468290237,0.544973917
0.925134755,0.450784577
0.028718649,0.451109876
0.588976457,0.606520411
0.767404405,0.290896566
0.949827186,0.26225354
0.113756615,0.478405485
0.933765706,0.417087057
0.001069906,0.745299612
0.640179711,0.974812414
