5.033330000000000304e-01,4.983329999999999704e-01
5.116669999999999829e-01,5.141670000000000407e-01
5.216669999999999918e-01,6.841669999999999696e-01
5.208329999999999904e-01,5.191670000000000451e-01
7.216670000000000584e-01,4.933329999999999660e-01
5.174999999999999600e-01,6.933329999999999771e-01
5.050000000000000044e-01,5.074999999999999512e-01
5.208329999999999904e-01,5.191670000000000451e-01
6.866670000000000273e-01,5.224999999999999645e-01
3.108329999999999704e-01,4.791670000000000096e-01
