0.500000,0.500000
0.500000,0.700000
0.500000,0.300000
0.700000,0.500000
0.300000,0.500000
0.520000,0.518333
0.515000,0.510000
0.482500,0.490000
0.505833,0.487500
0.520833,0.519167
0.499167,0.506667
0.480833,0.506667
0.507500,0.524167
0.512500,0.517500
0.505000,0.495000
0.479167,0.515000
0.503333,0.498333
0.495000,0.520000
0.504167,0.496667
0.516667,0.500833
0.505000,0.507500
0.511667,0.514167
0.521667,0.507500
0.497500,0.480000
0.481667,0.524167
0.505000,0.717500
0.499167,0.702500
0.517500,0.696667
0.521667,0.709167
0.505000,0.718333
0.504167,0.680000
0.516667,0.724167
0.500000,0.685000
0.495833,0.691667
0.521667,0.684167
0.492500,0.694167
0.517500,0.693333
0.500000,0.700000
0.480000,0.695833
0.515833,0.703333
0.520833,0.708333
0.519167,0.675833
0.515000,0.676667
0.478333,0.679167
0.475833,0.694167
0.484167,0.321667
0.513333,0.290000
0.476667,0.307500
0.500000,0.305833
0.499167,0.303333
0.507500,0.300833
0.481667,0.312500
0.511667,0.310833
0.511667,0.307500
0.502500,0.316667
0.500000,0.306667
0.491667,0.313333
0.505000,0.312500
0.487500,0.310833
0.496667,0.288333
0.495833,0.311667
0.517500,0.290000
0.505833,0.291667
0.512500,0.317500
0.484167,0.275833
0.716667,0.497500
0.700000,0.477500
0.705000,0.512500
0.712500,0.480000
0.687500,0.519167
0.680833,0.482500
0.705833,0.496667
0.710000,0.504167
0.707500,0.500000
0.686667,0.522500
0.712500,0.522500
0.722500,0.505000
0.709167,0.522500
0.685000,0.504167
0.719167,0.495833
0.721667,0.493333
0.702500,0.516667
0.683333,0.521667
0.711667,0.522500
0.723333,0.520000
0.320833,0.505000
0.300833,0.500000
0.278333,0.519167
0.300000,0.509167
0.320000,0.495000
0.309167,0.502500
0.308333,0.524167
0.320833,0.502500
0.323333,0.485000
0.277500,0.513333
0.313333,0.493333
0.279167,0.497500
0.310833,0.479167
0.322500,0.490833
